brand,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti,2004,110000,Petrol,Individual,Manual,Second Owner,121000
Ford,2017,44077,Petrol,Dealer,Automatic,First Owner,570000
Maruti,2017,24000,Diesel,Individual,Manual,First Owner,785000
Maruti,2018,30000,Diesel,Individual,Manual,First Owner,850000
Maruti,2016,30000,Petrol,Individual,Manual,Second Owner,375000
Maruti,2017,40000,Petrol,Individual,Manual,First Owner,619000
Chevrolet,2011,90000,Diesel,Individual,Manual,Second Owner,335000
Toyota,2006,50000,Diesel,Individual,Manual,First Owner,500000
Maruti,2003,100000,Petrol,Individual,Manual,Second Owner,60000
Maruti,2010,50000,Petrol,Individual,Manual,Second Owner,130000
Mahindra,2015,210000,Diesel,Individual,Manual,First Owner,210000
Toyota,2019,20000,Diesel,Individual,Manual,First Owner,1900000
Tata,2013,70000,Diesel,Individual,Manual,Second Owner,270000
Maruti,2010,100000,Petrol,Individual,Manual,Second Owner,225000
Maruti,2011,160000,Petrol,Individual,Manual,Second Owner,150000
Chevrolet,2013,70000,Diesel,Individual,Manual,First Owner,173000
BMW,2018,9422,Diesel,Individual,Automatic,First Owner,4800000
Volkswagen,2017,110000,Diesel,Individual,Automatic,First Owner,710000
Toyota,2019,20000,Petrol,Individual,Manual,First Owner,1500000
Maruti,2017,20000,Petrol,Individual,Manual,First Owner,550000
Maruti,2008,70000,Petrol,Individual,Manual,Second Owner,58000
Audi,2012,60000,Petrol,Individual,Automatic,Third Owner,1200000
Mahindra,2013,150000,Diesel,Individual,Manual,First Owner,500000
Maruti,2009,83000,Petrol,Individual,Manual,Second Owner,120000
Toyota,2012,250000,Diesel,Individual,Manual,First Owner,300000
Hyundai,2018,30000,Petrol,Individual,Manual,First Owner,300000
Datsun,2015,21000,Petrol,Individual,Manual,First Owner,295000
Maruti,2018,80000,CNG,Individual,Manual,First Owner,587000
Ambassador,2012,50000,Petrol,Individual,Manual,Second Owner,430000
Hyundai,2007,50000,Petrol,Individual,Manual,Second Owner,123000
Skoda,2012,48500,Diesel,Individual,Automatic,Second Owner,450000
Maruti,2007,60000,Petrol,Individual,Manual,Third Owner,130000
Tata,2010,90000,Diesel,Individual,Manual,Second Owner,110000
Mahindra,2010,240000,Diesel,Individual,Manual,Third Owner,200000
Hyundai,2015,70000,Petrol,Individual,Manual,Second Owner,320000
Maruti,2014,50000,Petrol,Individual,Manual,First Owner,300000
Volkswagen,2016,110000,Petrol,Individual,Manual,First Owner,350000
Maruti,2018,50000,Petrol,Individual,Manual,First Owner,800000
Hyundai,2016,175000,Diesel,Individual,Manual,First Owner,270000
Hyundai,2017,60000,Petrol,Individual,Manual,First Owner,540000
Maruti,2011,60000,CNG,Individual,Manual,Second Owner,160000
Maruti,2013,100000,Diesel,Individual,Manual,Second Owner,340000
Maruti,2017,40000,Petrol,Individual,Manual,Second Owner,350000
Volkswagen,2011,100000,Diesel,Individual,Manual,First Owner,300000
Maruti,2013,63000,Diesel,Individual,Manual,First Owner,330000
Maruti,2016,80000,CNG,Individual,Manual,Second Owner,325000
Maruti,2013,55000,Diesel,Individual,Manual,First Owner,250000
Maruti,2013,55000,Diesel,Individual,Manual,First Owner,250000
Chevrolet,2015,60000,Petrol,Individual,Manual,First Owner,240000
Hyundai,2020,5000,Petrol,Individual,Manual,First Owner,545000
Hyundai,2015,48000,Petrol,Dealer,Manual,First Owner,300000
Chevrolet,2010,80000,Petrol,Individual,Manual,Second Owner,130000
Renault,2017,50000,Petrol,Individual,Manual,First Owner,240000
Renault,2018,15000,Petrol,Individual,Manual,First Owner,360000
Hyundai,2012,70000,Diesel,Individual,Manual,First Owner,250000
Skoda,2019,105000,Diesel,Dealer,Automatic,First Owner,475000
Hyundai,2016,50000,Diesel,Individual,Manual,Second Owner,600000
Tata,2010,80000,Diesel,Individual,Manual,Second Owner,150000
Ford,2017,50000,Diesel,Individual,Manual,First Owner,700000
Mahindra,2016,5000,Diesel,Individual,Manual,First Owner,1290000
Hyundai,2004,58000,Petrol,Individual,Manual,First Owner,80000
Hyundai,2015,12000,Petrol,Individual,Manual,First Owner,425000
Maruti,2018,10000,Petrol,Individual,Automatic,First Owner,500000
Hyundai,2012,45000,Petrol,Individual,Manual,Second Owner,193000
Honda,2015,10000,Petrol,Individual,Manual,First Owner,800000
Maruti,2008,50000,Petrol,Individual,Manual,First Owner,150000
Maruti,2002,40000,Petrol,Individual,Manual,Fourth & Above Owner,80000
Ford,2010,100000,Diesel,Individual,Manual,Third Owner,130000
Ford,2012,80000,Diesel,Individual,Manual,Second Owner,280000
Mahindra,2011,110000,Diesel,Individual,Manual,Second Owner,229999
Maruti,2008,120000,Petrol,Individual,Manual,First Owner,80000
Tata,2010,10000,Petrol,Individual,Manual,First Owner,70000
Maruti,2013,60000,Diesel,Individual,Manual,Second Owner,240000
Mahindra,2010,72000,Diesel,Individual,Manual,Second Owner,380000
Maruti,2013,60000,Diesel,Individual,Manual,Second Owner,240000
Hyundai,2006,110000,Petrol,Individual,Manual,First Owner,80000
Hyundai,2013,50000,Petrol,Individual,Manual,First Owner,265000
Hyundai,2018,25000,Petrol,Individual,Manual,First Owner,320000
Nissan,2014,120000,Diesel,Individual,Manual,Third Owner,500000
Hyundai,2016,55000,Diesel,Individual,Manual,First Owner,1300000
Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,1500000
Toyota,2016,110000,Diesel,Individual,Automatic,First Owner,1800000
Mahindra,2014,80000,Diesel,Individual,Manual,Second Owner,600000
Tata,2018,80000,Petrol,Individual,Manual,First Owner,420000
Maruti,2009,120000,Petrol,Individual,Manual,First Owner,140000
Skoda,2010,100000,Diesel,Individual,Manual,Second Owner,300000
Hyundai,2006,60000,Petrol,Dealer,Manual,Second Owner,100000
Maruti,2017,25000,Petrol,Dealer,Manual,First Owner,350000
Ford,2018,19000,Petrol,Dealer,Manual,First Owner,850000
Maruti,2008,54000,Petrol,Dealer,Manual,First Owner,140000
Ford,2015,17100,Petrol,Dealer,Manual,Second Owner,550000
Hyundai,2017,19000,Petrol,Dealer,Automatic,First Owner,525000
Ford,2015,146000,Diesel,Dealer,Manual,First Owner,470000
Ford,2013,98000,Diesel,Dealer,Automatic,First Owner,900000
Ford,2011,224642,Diesel,Dealer,Manual,Second Owner,500000
Maruti,1998,120000,Petrol,Individual,Manual,Second Owner,80000
Mahindra,2011,175000,Diesel,Individual,Manual,First Owner,175000
Mahindra,2017,15000,Diesel,Individual,Automatic,Second Owner,1350000
Renault,2017,50000,Diesel,Individual,Manual,First Owner,800000
Datsun,2017,15000,Petrol,Individual,Manual,First Owner,250000
Maruti,2018,25000,Petrol,Individual,Automatic,First Owner,700000
Tata,2019,25000,Diesel,Individual,Manual,First Owner,800000
Mahindra,2013,69000,Diesel,Individual,Manual,First Owner,660000
Maruti,2015,60000,Diesel,Individual,Manual,Third Owner,465000
Mahindra,2006,222435,Diesel,Individual,Manual,Second Owner,180000
Maruti,2017,66000,Diesel,Individual,Manual,Third Owner,600000
Ford,2010,110000,Petrol,Individual,Manual,First Owner,150000
Hyundai,2014,78000,Diesel,Individual,Manual,Second Owner,450000
Hyundai,2019,10000,Petrol,Individual,Manual,First Owner,721000
Maruti,2018,35000,Petrol,Individual,Manual,First Owner,300000
Mahindra,2019,10000,Diesel,Individual,Manual,First Owner,1000000
Renault,2016,40000,Petrol,Individual,Manual,First Owner,300000
Mahindra,2013,120000,Diesel,Individual,Manual,First Owner,450000
Maruti,1997,70000,Petrol,Individual,Automatic,First Owner,79000
Ford,2017,40000,Diesel,Individual,Manual,First Owner,545000
Honda,2018,20000,Diesel,Individual,Manual,First Owner,844999
Skoda,2016,93000,Diesel,Individual,Manual,First Owner,700000
Toyota,2016,159000,Diesel,Individual,Manual,First Owner,650000
Ford,2014,75000,Diesel,Individual,Manual,Second Owner,525000
Ford,2006,101100,Diesel,Individual,Manual,Third Owner,110000
Tata,2011,66000,Diesel,Individual,Manual,First Owner,180000
Hyundai,2012,30000,Petrol,Individual,Manual,Second Owner,280000
Renault,2019,10000,Petrol,Individual,Manual,First Owner,400000
Mahindra,2012,126000,Diesel,Individual,Manual,Second Owner,625000
Volkswagen,2015,70000,Diesel,Individual,Manual,First Owner,535000
Maruti,2017,50000,Diesel,Individual,Manual,First Owner,459999
Mahindra,2010,100000,Diesel,Individual,Manual,First Owner,300000
Honda,2007,60000,Petrol,Individual,Automatic,First Owner,280000
Honda,2014,70000,Petrol,Individual,Manual,First Owner,500000
Hyundai,2019,1200,Petrol,Individual,Manual,First Owner,1200000
Renault,2016,40000,Petrol,Individual,Manual,First Owner,300000
Tata,2011,80000,Diesel,Individual,Manual,Third Owner,180000
Hyundai,2011,134444,Petrol,Individual,Automatic,Second Owner,180000
Maruti,2009,120000,Petrol,Individual,Manual,Second Owner,78000
Nissan,2011,120000,Diesel,Individual,Manual,First Owner,160000
Mahindra,2014,238000,Diesel,Individual,Manual,First Owner,600000
Maruti,2008,100000,Petrol,Individual,Manual,Second Owner,110000
Mahindra,2011,110000,Diesel,Individual,Manual,Second Owner,450000
Mahindra,2019,35000,Diesel,Individual,Manual,First Owner,1350000
Honda,2003,165000,Petrol,Individual,Manual,Second Owner,120000
Honda,2018,42000,Diesel,Individual,Manual,First Owner,1040000
Hyundai,2014,70000,Diesel,Individual,Manual,Second Owner,390000
Tata,2011,60000,Petrol,Individual,Manual,Second Owner,65000
Volkswagen,2013,115000,Diesel,Individual,Manual,Third Owner,320000
Volkswagen,2017,70000,Diesel,Individual,Manual,First Owner,720000
Maruti,2007,80000,Petrol,Individual,Manual,Second Owner,220000
Maruti,2011,65000,Petrol,Dealer,Manual,First Owner,225000
Tata,2010,150000,Diesel,Individual,Manual,Second Owner,200000
Toyota,2015,75000,Diesel,Dealer,Manual,Second Owner,434999
Ford,2012,63700,Diesel,Individual,Manual,First Owner,300000
Honda,2018,74800,Diesel,Individual,Manual,First Owner,700000
Ford,2009,105000,Diesel,Individual,Manual,Second Owner,500000
Renault,2016,40000,Diesel,Individual,Manual,First Owner,500000
Maruti,2016,90000,Diesel,Individual,Manual,Second Owner,400000
Toyota,2015,75000,Diesel,Dealer,Manual,Second Owner,825000
Maruti,2018,15000,Diesel,Individual,Manual,First Owner,720000
Maruti,2009,30000,Petrol,Individual,Manual,Second Owner,110000
Mahindra,2014,100000,Diesel,Individual,Manual,Second Owner,600000
Mahindra,2009,155000,Diesel,Individual,Automatic,Third Owner,275000
Land,2012,149000,Diesel,Individual,Automatic,Second Owner,2349000
Hyundai,2017,60000,Diesel,Individual,Manual,First Owner,740000
Maruti,2017,90000,Diesel,Individual,Manual,First Owner,800000
Hyundai,2019,100000,Diesel,Individual,Manual,First Owner,1100000
BMW,2012,100000,Diesel,Individual,Automatic,Second Owner,750000
Maruti,2012,90000,Petrol,Individual,Manual,Second Owner,200000
Tata,2009,75000,Diesel,Individual,Manual,First Owner,210000
Maruti,2009,120000,Diesel,Individual,Manual,Second Owner,270000
Toyota,2016,90000,Diesel,Individual,Manual,Second Owner,630000
Hyundai,2015,55000,Petrol,Individual,Manual,First Owner,375000
Mahindra,2010,70000,Diesel,Individual,Manual,First Owner,300000
Mahindra,2016,95000,Diesel,Individual,Manual,Second Owner,580000
Hyundai,2014,50000,Diesel,Individual,Manual,First Owner,550000
Maruti,2016,50000,Diesel,Individual,Manual,First Owner,750000
Maruti,2014,60516,Petrol,Individual,Manual,First Owner,250000
Hyundai,2012,235000,Diesel,Individual,Manual,Second Owner,434999
Mercedes-Benz,2007,76731,Diesel,Dealer,Automatic,First Owner,900000
Maruti,2016,64000,Diesel,Dealer,Manual,First Owner,685000
Maruti,2014,65000,Diesel,Dealer,Manual,First Owner,540000
Honda,2018,13000,Petrol,Dealer,Automatic,Test Drive Car,1165000
Ford,2014,77000,Diesel,Dealer,Manual,First Owner,610000
Hyundai,2011,24000,Petrol,Dealer,Manual,First Owner,254999
Nissan,2014,63840,Petrol,Dealer,Manual,First Owner,280000
Tata,2017,25000,Petrol,Individual,Manual,First Owner,370000
Tata,2011,76400,Diesel,Individual,Manual,Second Owner,459999
Maruti,1998,70000,Petrol,Individual,Manual,Third Owner,42000
Maruti,1998,70000,Petrol,Individual,Manual,Third Owner,42000
Fiat,2011,80000,Diesel,Individual,Manual,Third Owner,190000
Fiat,2010,100000,Petrol,Individual,Manual,Fourth & Above Owner,165000
Ford,2017,40000,Diesel,Individual,Manual,First Owner,710000
Hyundai,2018,15000,Petrol,Individual,Manual,First Owner,1200000
Maruti,2011,70000,Petrol,Individual,Manual,First Owner,229999
Renault,2018,15000,Petrol,Individual,Manual,First Owner,310000
Maruti,2015,40000,Petrol,Individual,Manual,First Owner,320000
Maruti,2006,54000,Petrol,Individual,Manual,First Owner,100000
Hyundai,2009,90000,Diesel,Individual,Manual,First Owner,160000
Maruti,2007,52000,Petrol,Individual,Manual,First Owner,60000
Tata,2012,200000,Diesel,Individual,Manual,Third Owner,100000
Chevrolet,2016,35000,Diesel,Individual,Manual,Second Owner,350000
Renault,2017,60000,Diesel,Individual,Manual,First Owner,700000
Maruti,2017,31489,Petrol,Individual,Manual,First Owner,300000
Hyundai,2018,40000,Diesel,Individual,Manual,First Owner,830000
Mahindra,2013,110000,Diesel,Individual,Manual,First Owner,220000
Tata,2009,50000,Diesel,Individual,Manual,First Owner,130000
Hyundai,2012,44000,Petrol,Individual,Manual,First Owner,330000
Honda,2010,90000,Petrol,Individual,Manual,Second Owner,254999
Hyundai,2014,50000,Petrol,Individual,Manual,Second Owner,600000
Hyundai,2012,50000,Petrol,Individual,Manual,First Owner,210000
Maruti,2007,81366,Petrol,Individual,Manual,First Owner,120000
Maruti,2006,110000,Petrol,Individual,Manual,First Owner,95000
Toyota,2006,300000,Diesel,Individual,Manual,First Owner,229999
Hyundai,2010,70000,Petrol,Individual,Manual,First Owner,229999
Hyundai,2013,100000,Diesel,Individual,Manual,First Owner,400000
Maruti,2005,70000,Petrol,Individual,Manual,Second Owner,300000
Ford,2013,50000,Diesel,Individual,Manual,First Owner,300000
Ford,2009,180000,Diesel,Individual,Manual,Second Owner,80000
Maruti,2008,50000,Petrol,Individual,Manual,Second Owner,80000
Maruti,2007,90000,Petrol,Individual,Manual,Second Owner,100000
Tata,2012,110000,Diesel,Individual,Manual,First Owner,300000
Maruti,2018,26000,Petrol,Individual,Automatic,First Owner,700000
Maruti,2016,65000,Diesel,Individual,Manual,First Owner,975000
Chevrolet,2009,130000,Diesel,Individual,Manual,First Owner,500000
Renault,2013,75000,Diesel,Individual,Manual,Second Owner,550000
Nissan,2014,110000,Diesel,Individual,Manual,Second Owner,550000
Maruti,2014,50000,Petrol,Individual,Manual,First Owner,240000
Maruti,1997,80000,Petrol,Individual,Manual,Second Owner,50000
Tata,2009,80000,Petrol,Individual,Manual,Second Owner,120000
Maruti,2013,60000,Petrol,Individual,Manual,Second Owner,900000
Honda,2009,90000,Petrol,Individual,Manual,Second Owner,250000
Renault,2017,36000,Petrol,Individual,Manual,First Owner,280000
Tata,2010,87000,Diesel,Individual,Manual,First Owner,85000
Tata,2011,80000,Diesel,Individual,Manual,First Owner,90000
Chevrolet,2015,50000,Diesel,Individual,Manual,First Owner,500000
Maruti,2013,60000,Petrol,Individual,Manual,First Owner,200000
Renault,2015,50000,Petrol,Individual,Manual,First Owner,250000
Maruti,2014,40000,Diesel,Individual,Manual,Third Owner,185000
Hyundai,2008,60000,Petrol,Individual,Manual,Second Owner,100000
Toyota,2015,55000,Diesel,Individual,Manual,First Owner,610000
Mahindra,2012,80000,Diesel,Individual,Manual,First Owner,290000
Mahindra,2012,295000,Diesel,Individual,Manual,First Owner,300000
Hyundai,2015,80000,Petrol,Individual,Manual,First Owner,225000
Maruti,2017,50000,Petrol,Individual,Manual,Second Owner,320000
Tata,2012,158000,Diesel,Individual,Manual,Third Owner,135000
Toyota,2006,400000,Diesel,Individual,Manual,Third Owner,400000
Maruti,2016,25000,Petrol,Individual,Manual,First Owner,400000
Hyundai,2017,35000,Petrol,Individual,Manual,First Owner,570000
Maruti,2018,12000,Petrol,Individual,Manual,First Owner,500000
Maruti,2015,70000,Petrol,Individual,Manual,First Owner,130000
Tata,2018,4000,Petrol,Individual,Manual,First Owner,360000
Ford,2017,10832,Petrol,Dealer,Manual,First Owner,530000
Hyundai,2009,50000,Petrol,Individual,Manual,First Owner,250000
Nissan,2016,19495,Petrol,Dealer,Manual,First Owner,600000
Renault,2013,62668,Diesel,Dealer,Manual,First Owner,570000
Mahindra,2013,85710,Diesel,Dealer,Manual,First Owner,850000
Ford,2011,55130,Diesel,Dealer,Manual,Second Owner,250000
Ford,2014,63356,Diesel,Dealer,Manual,Second Owner,580000
Toyota,2012,129627,Diesel,Dealer,Manual,First Owner,1680000
Chevrolet,2010,15000,Petrol,Individual,Manual,First Owner,180000
Tata,2017,50000,Petrol,Individual,Manual,First Owner,300000
Toyota,2012,70000,Petrol,Individual,Manual,Second Owner,269000
Maruti,2018,20000,Petrol,Individual,Manual,First Owner,231999
Chevrolet,2011,60000,Petrol,Individual,Manual,Third Owner,150000
Hyundai,2017,5000,Petrol,Individual,Manual,First Owner,495000
Maruti,2014,15000,Petrol,Individual,Manual,First Owner,700000
Datsun,2018,4400,Petrol,Individual,Manual,Second Owner,400000
Mahindra,2019,15000,Diesel,Individual,Manual,Third Owner,599000
Renault,2013,45000,Diesel,Individual,Manual,First Owner,421000
Ford,2018,1000,Diesel,Individual,Manual,First Owner,841000
Hyundai,2014,38500,Petrol,Individual,Manual,First Owner,295000
Hyundai,2011,25000,Petrol,Individual,Manual,First Owner,220000
Ford,2013,35000,Diesel,Individual,Manual,First Owner,250000
Toyota,2009,110000,Diesel,Individual,Manual,Second Owner,1100000
Hyundai,2012,40000,Petrol,Individual,Manual,First Owner,300000
Chevrolet,2007,110000,Petrol,Individual,Manual,Second Owner,80000
Chevrolet,2013,20000,Diesel,Individual,Manual,Third Owner,215000
Hyundai,2012,14987,Petrol,Dealer,Manual,First Owner,245000
Ford,2016,25061,Diesel,Dealer,Manual,First Owner,650000
Ford,2017,42494,Diesel,Dealer,Manual,First Owner,760000
Honda,2014,44875,Diesel,Dealer,Manual,First Owner,395000
Ford,2014,89741,Diesel,Dealer,Manual,Second Owner,280000
Honda,2016,65000,Diesel,Dealer,Manual,First Owner,495000
Honda,2016,35000,Diesel,Dealer,Manual,First Owner,525000
Toyota,2009,347089,Diesel,Dealer,Manual,First Owner,420000
Tata,2010,34500,Diesel,Individual,Manual,First Owner,210000
Hyundai,2018,30000,Petrol,Individual,Manual,First Owner,650000
BMW,2018,39000,Diesel,Individual,Automatic,First Owner,2300000
Ford,2019,16000,Diesel,Individual,Manual,First Owner,525000
Maruti,2010,80000,CNG,Individual,Manual,Second Owner,195000
Maruti,2016,60000,Diesel,Individual,Manual,First Owner,650000
Mahindra,2015,110000,Diesel,Individual,Manual,First Owner,540000
Maruti,2014,61000,Petrol,Individual,Manual,First Owner,180000
Mahindra,2017,29000,Diesel,Individual,Manual,First Owner,750000
Maruti,2018,50000,Diesel,Individual,Manual,First Owner,980000
Fiat,2014,90000,Diesel,Individual,Manual,First Owner,250000
Hyundai,2018,35000,Petrol,Individual,Automatic,First Owner,550000
Volkswagen,2015,43000,Petrol,Individual,Manual,Second Owner,509999
Maruti,2017,50000,Petrol,Individual,Manual,First Owner,320000
Hyundai,2016,25000,Petrol,Individual,Manual,First Owner,275000
Mahindra,2013,222252,Diesel,Individual,Manual,First Owner,550000
Maruti,2009,50000,Petrol,Individual,Manual,Second Owner,145000
Fiat,2013,80000,Diesel,Individual,Manual,First Owner,250000
Hyundai,2012,35000,Diesel,Individual,Manual,First Owner,520000
Maruti,2007,85000,Petrol,Individual,Manual,Second Owner,95000
Toyota,2011,110000,Diesel,Individual,Manual,Third Owner,725000
Maruti,2006,70000,Petrol,Individual,Manual,Second Owner,55000
Honda,2014,100000,Diesel,Individual,Manual,First Owner,600000
Volkswagen,2013,120000,Diesel,Individual,Manual,Second Owner,330000
Maruti,2015,89000,Diesel,Individual,Manual,First Owner,470000
Maruti,2013,120000,Diesel,Individual,Manual,First Owner,365000
Hyundai,2013,40000,Petrol,Individual,Manual,Second Owner,250000
Maruti,2017,17000,Petrol,Individual,Manual,First Owner,430000
Maruti,2013,125000,Diesel,Individual,Manual,Second Owner,400000
Maruti,2015,110000,Petrol,Individual,Manual,Second Owner,615000
Ford,2011,120000,Diesel,Individual,Manual,Second Owner,150000
Ford,2014,90000,Diesel,Individual,Manual,First Owner,240000
Mahindra,2014,90000,Diesel,Individual,Manual,First Owner,800000
Hyundai,2015,110000,LPG,Individual,Manual,First Owner,240000
Ford,2014,87000,Diesel,Individual,Manual,Second Owner,600000
Mahindra,2014,15000,Diesel,Individual,Manual,First Owner,800000
Hyundai,2015,70000,Petrol,Individual,Manual,First Owner,160000
Ford,2012,38000,Petrol,Individual,Manual,First Owner,350000
Honda,2011,64000,Petrol,Individual,Manual,Second Owner,300000
Tata,2015,55250,Diesel,Individual,Manual,First Owner,399000
Mahindra,2011,110000,Diesel,Individual,Manual,First Owner,300000
Maruti,2012,70000,Petrol,Individual,Automatic,First Owner,150000
Chevrolet,2010,60000,Diesel,Individual,Manual,Third Owner,320000
Tata,2018,17000,Diesel,Individual,Manual,First Owner,1280000
Renault,2017,13000,Petrol,Individual,Manual,Second Owner,300000
Nissan,2016,60000,Diesel,Individual,Manual,First Owner,1000000
Mitsubishi,2012,120000,Diesel,Individual,Manual,Second Owner,1090000
Tata,2012,97000,Diesel,Individual,Manual,Second Owner,450000
Tata,2007,130000,Petrol,Individual,Manual,Second Owner,60000
Maruti,2013,50000,Petrol,Individual,Manual,First Owner,500000
Tata,2012,120000,Diesel,Individual,Manual,Second Owner,200000
Ford,2015,68000,Diesel,Individual,Manual,First Owner,650000
Maruti,2006,100000,Petrol,Individual,Manual,Second Owner,60000
Maruti,2013,80000,Diesel,Individual,Manual,First Owner,250999
Hyundai,2012,67000,CNG,Dealer,Manual,Second Owner,185000
Maruti,2015,60000,Petrol,Individual,Manual,First Owner,155000
Maruti,2019,5000,Petrol,Individual,Manual,First Owner,600000
Renault,2016,20000,Petrol,Individual,Manual,First Owner,300000
Hyundai,2018,12500,Petrol,Individual,Manual,First Owner,850000
Maruti,2019,4000,CNG,Individual,Manual,First Owner,470000
Ford,2019,25000,Petrol,Individual,Manual,First Owner,600000
Toyota,2013,70000,Diesel,Individual,Manual,Second Owner,700000
Maruti,2007,162000,LPG,Individual,Manual,First Owner,70000
Toyota,2010,205000,Diesel,Individual,Manual,Second Owner,1250000
Audi,2008,70000,Petrol,Individual,Automatic,Third Owner,650000
Hyundai,2018,70000,Diesel,Individual,Manual,Second Owner,450000
Mahindra,2014,100000,Diesel,Individual,Manual,Second Owner,750000
Toyota,2013,70000,Diesel,Individual,Manual,Second Owner,775000
Hyundai,2011,220000,Diesel,Individual,Manual,First Owner,800000
Honda,2015,80000,Petrol,Individual,Manual,Second Owner,360000
Toyota,2010,120000,Diesel,Individual,Manual,First Owner,250000
Jeep,2017,22038,Diesel,Individual,Manual,First Owner,1490000
Nissan,2013,80000,Diesel,Individual,Manual,First Owner,600000
Maruti,2010,90000,Petrol,Individual,Manual,First Owner,120000
Tata,2012,140000,Diesel,Individual,Manual,Second Owner,320000
Mahindra,2011,120000,Diesel,Individual,Manual,Second Owner,400000
Maruti,2015,60000,Diesel,Individual,Manual,First Owner,302000
Chevrolet,2011,80000,Diesel,Individual,Manual,Second Owner,130000
Maruti,2014,60000,Petrol,Individual,Manual,Second Owner,150000
Tata,2012,90000,Diesel,Individual,Manual,Second Owner,200000
Toyota,2012,80000,Diesel,Individual,Manual,First Owner,950000
Maruti,2008,175000,Diesel,Individual,Manual,Second Owner,120000
Mahindra,2019,10000,Diesel,Individual,Manual,First Owner,1400000
Hyundai,2017,65000,Petrol,Individual,Manual,First Owner,620000
Toyota,2012,90000,Diesel,Individual,Manual,First Owner,449000
Maruti,2007,70000,Petrol,Individual,Manual,First Owner,100000
Hyundai,2018,2500,Petrol,Individual,Manual,First Owner,600000
Honda,2016,35000,Diesel,Individual,Manual,First Owner,700000
Chevrolet,2012,40000,Diesel,Individual,Manual,First Owner,250000
Maruti,2018,63000,Petrol,Individual,Manual,First Owner,550000
Skoda,2013,88000,Diesel,Dealer,Automatic,First Owner,675000
Nissan,2015,55000,Diesel,Dealer,Manual,First Owner,530000
Chevrolet,2014,71014,Diesel,Dealer,Manual,First Owner,325000
Renault,2015,60000,Diesel,Dealer,Manual,First Owner,370000
Skoda,2014,70000,Diesel,Individual,Manual,First Owner,360000
Skoda,2012,60000,Petrol,Dealer,Automatic,First Owner,650000
Ford,2012,92000,Diesel,Dealer,Manual,Third Owner,199000
Mahindra,2014,89126,Diesel,Individual,Manual,First Owner,285000
Volkswagen,2009,134000,Diesel,Individual,Automatic,First Owner,260000
Maruti,2019,15000,Petrol,Dealer,Automatic,First Owner,869999
Hyundai,2016,42500,Diesel,Dealer,Manual,First Owner,425000
Chevrolet,2012,42000,Diesel,Dealer,Automatic,First Owner,490000
Mahindra,2015,70000,Diesel,Individual,Automatic,Second Owner,750000
Honda,2004,110000,Petrol,Individual,Manual,Third Owner,125000
Fiat,2014,131365,Diesel,Individual,Manual,First Owner,221000
Volkswagen,2016,48980,Diesel,Dealer,Automatic,First Owner,724000
Honda,2014,46000,Petrol,Dealer,Automatic,First Owner,440000
Chevrolet,2009,60000,Petrol,Individual,Manual,Third Owner,70000
Maruti,2015,58000,Diesel,Dealer,Manual,First Owner,511000
Maruti,2016,22000,Diesel,Dealer,Manual,First Owner,790000
Hyundai,2017,37000,Petrol,Individual,Manual,First Owner,640000
Hyundai,2009,70000,Petrol,Individual,Manual,Fourth & Above Owner,120000
Chevrolet,2012,98900,Diesel,Individual,Manual,Third Owner,126000
Chevrolet,2012,125000,Diesel,Individual,Manual,First Owner,120000
Mahindra,2017,60000,Diesel,Individual,Manual,First Owner,650000
Hyundai,2014,80000,Petrol,Individual,Manual,Second Owner,450000
Maruti,2010,80000,CNG,Individual,Manual,Fourth & Above Owner,110000
Mahindra,2017,40000,Diesel,Individual,Manual,First Owner,600000
Mahindra,2012,80000,Diesel,Individual,Manual,Second Owner,620000
Ford,2014,30000,Diesel,Individual,Manual,First Owner,600000
Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,795000
Tata,2011,180000,Diesel,Individual,Manual,Third Owner,300000
Renault,2015,60000,Diesel,Individual,Manual,First Owner,495000
Audi,2013,86000,Diesel,Dealer,Automatic,First Owner,1580000
Audi,2015,127643,Diesel,Dealer,Automatic,First Owner,1750000
Tata,2018,34000,Diesel,Individual,Automatic,First Owner,1350000
Mahindra,2014,145000,Diesel,Individual,Manual,First Owner,350000
Datsun,2018,25000,Petrol,Individual,Automatic,First Owner,300000
Tata,2018,54000,Petrol,Dealer,Manual,Second Owner,400000
Audi,2014,102354,Diesel,Dealer,Automatic,First Owner,1750000
Maruti,1999,70000,Petrol,Individual,Manual,Fourth & Above Owner,70000
Nissan,2018,70000,Diesel,Individual,Manual,First Owner,500000
Audi,2017,36000,Diesel,Dealer,Automatic,First Owner,2575000
Honda,2014,58000,Petrol,Dealer,Manual,First Owner,345000
Tata,2013,100000,Diesel,Individual,Manual,First Owner,220000
Audi,2014,62237,Petrol,Dealer,Automatic,First Owner,1850000
Hyundai,2005,90000,Petrol,Dealer,Manual,Second Owner,114999
Maruti,1999,100000,Petrol,Individual,Manual,Second Owner,50000
Honda,2017,14000,Petrol,Dealer,Manual,First Owner,585000
Ford,2018,21394,Diesel,Dealer,Manual,First Owner,950000
Maruti,2018,13800,Petrol,Individual,Automatic,First Owner,625000
Hyundai,2017,23000,Petrol,Dealer,Automatic,First Owner,1035000
Datsun,2015,32686,Petrol,Dealer,Manual,First Owner,310000
